Código Centro,Empresa,Especie,Toneladas Cosechadas,Mes Inicio Ciclo,Mes Fin Ciclo,Periodo Información,ciclo_dias,Empresa_LE,Especie_LE,Código Centro_LE,Periodo Información_1er Semestre 2023,Periodo Información_1er Semestre 2024,Periodo Información_2do Semestre 2023,Periodo Información_nan,Ton_scaled_standard,Ton_scaled_minmax,Ton_scaled_robust,Ton_log1p,Ton_sqrt,Ton_yeojohnson,Ton_norm_l2
110253,EXPORTADORA LOS FIORDOS LTDA.,SALMON DEL ATLANTICO,3424.0,2022-11-01,2023-04-30,1er Semestre 2023,180.0,13,5,197,1.0,0.0,0.0,0.0,-1.5008560640904585,0.000270223529759406,-1.2979611039671997,8.138856750696325,58.51495535331117,147.16068095587923,1.0
110280,SALMOCONCESIONES XI REGION S.A.,TRUCHA ARCOIRIS,110261.0,2022-07-01,2023-04-30,1er Semestre 2023,303.0,24,6,209,1.0,0.0,0.0,0.0,-1.4481466232845084,0.00873397939282175,-1.2557934754379692,11.610614630923479,332.0557182160849,965.8006667067921,1.0
110282,SALMOCONCESIONES XI REGION S.A.,SALMON COHO,37958.0,2023-02-01,2023-06-30,1er Semestre 2023,149.0,24,4,210,1.0,0.0,0.0,0.0,-1.4838182604382342,0.003006048618211862,-1.2843308365165182,10.544261908857374,194.82812938587693,542.8541293672249,1.0
110283,SALMOCONCESIONES XI REGION S.A.,TRUCHA ARCOIRIS,2420008.0,2022-06-01,2023-04-30,1er Semestre 2023,333.0,24,6,211,1.0,0.0,0.0,0.0,-0.3086025255166882,0.19171491964236698,-0.34415655665042905,14.699281817134217,1555.6374899056657,5109.715761680313,1.0
110287,SALMOCONCESIONES XI REGION S.A.,TRUCHA ARCOIRIS,2247761.0,2022-03-01,2023-02-28,1er Semestre 2023,364.0,24,6,213,1.0,0.0,0.0,0.0,-0.39358285115764097,0.1780693047697582,-0.41214093950725167,14.625445612504773,1499.2534809030792,4910.329467226775,1.0
110301,SALMOCONCESIONES XI REGION S.A.,TRUCHA ARCOIRIS,2162839.0,2022-08-01,2023-06-30,1er Semestre 2023,333.0,24,6,216,1.0,0.0,0.0,0.0,-0.4354802381314692,0.1713416816110868,-0.4456589094049398,14.586932730863074,1470.6593759263224,4809.435614077554,1.0
110317,MOWI CHILE S.A.,SALMON DEL ATLANTICO,4530169.0,2021-10-01,2023-01-31,1er Semestre 2023,487.0,16,5,219,1.0,0.0,0.0,0.0,0.7324731909534885,0.3588844164997806,0.4887055153365177,15.326270024348894,2128.419366572293,7164.3119111807855,1.0
110320,MOWI CHILE S.A.,SALMON DEL ATLANTICO,268953.0,2021-12-01,2023-02-28,1er Semestre 2023,454.0,16,5,220,1.0,0.0,0.0,0.0,-1.3698538353891367,0.021305750833624935,-1.193159132405493,12.502295640243702,518.6067874604033,1562.7290813723598,1.0
110339,COOKE AQUACULTURE CHILE S.A.,SALMON DEL ATLANTICO,3859284.0,2022-02-01,2023-06-30,1er Semestre 2023,514.0,11,5,225,1.0,0.0,0.0,0.0,0.4014832418244436,0.3057360984808304,0.22391307951528758,15.16599249112261,1964.5060447858134,6571.355711923225,1.0
110386,SALMONES FRIOSUR S.A.,SALMON COHO,137.0,2023-01-01,2023-05-31,1er Semestre 2023,150.0,31,4,237,1.0,0.0,0.0,0.0,-1.5024777488244847,9.823429401983682e-06,-1.2992584540891197,4.927253685157205,11.704699910719626,24.545873595859263,1.0
110389,MULTI X S.A.,SALMON DEL ATLANTICO,4293716.0,2022-01-01,2023-04-30,1er Semestre 2023,484.0,17,5,238,1.0,0.0,0.0,0.0,0.6158159897321018,0.3401523249482705,0.3953795864109383,15.272663349333742,2072.1283744015477,6960.264579778418,1.0
110393,MULTI X S.A.,SALMON DEL ATLANTICO,5384875.0,2022-01-01,2023-03-30,1er Semestre 2023,453.0,17,5,239,1.0,0.0,0.0,0.0,1.154153651032771,0.4265952556163279,0.82605049048281,15.499104841380854,2320.53334386731,7863.802557679234,1.0
110395,MULTI X S.A.,SALMON DEL ATLANTICO,578885.0,2022-02-01,2023-04-30,1er Semestre 2023,453.0,17,5,240,1.0,0.0,0.0,0.0,-1.2169448019281663,0.04585893729665402,-1.070831685497386,13.268860845977807,760.8449250668627,2362.955614543663,1.0
110460,"AQUACHILE S.A., EMPRESAS",SALMON COHO,3860406.0,2022-06-01,2023-01-31,1er Semestre 2023,244.0,5,4,258,1.0,0.0,0.0,0.0,0.4020367952992162,0.3058249846726774,0.22435592309204277,15.166283176297071,1964.7915920015537,6572.385427315448,1.0
110497,"AQUACHILE S.A., EMPRESAS",SALMON DEL ATLANTICO,3211743.0,2022-02-01,2023-03-31,1er Semestre 2023,423.0,5,5,262,1.0,0.0,0.0,0.0,0.08201036249494474,0.25443712026800847,-0.031665683885466915,14.982324649751689,1792.1336445700695,5951.9445836915165,1.0
110500,SALMONES CAMANCHACA S.A.,SALMON DEL ATLANTICO,3272093.0,2022-05-01,2023-06-30,1er Semestre 2023,425.0,29,5,264,1.0,0.0,0.0,0.0,0.11178482969862027,0.25921811998099004,-0.007846067256966892,15.000940704898474,1808.8927552511232,6011.9713271128985,1.0
110502,AQUACHILE SPA,SALMON COHO,3339.0,2023-02-01,2023-06-30,1er Semestre 2023,149.0,6,4,265,1.0,0.0,0.0,0.0,-1.5008979999597594,0.0002634897273467559,-1.2979946527230144,8.113726085970747,57.784080852774665,145.15628510367426,1.0
110518,EXPORTADORA LOS FIORDOS LTDA.,SALMON DEL ATLANTICO,3681754.0,2022-01-01,2023-03-31,1er Semestre 2023,454.0,13,5,272,1.0,0.0,0.0,0.0,0.3138964785656447,0.29167195798297424,0.15384354281176463,15.118900098637328,1918.7897227158583,6406.648636231864,1.0
110537,"AQUACHILE S.A., EMPRESAS",SALMON COHO,3709763.0,2022-06-01,2023-01-31,1er Semestre 2023,244.0,5,4,276,1.0,0.0,0.0,0.0,0.32771508754506057,0.29389086470974973,0.16489844988960486,15.12647882070046,1926.0745053086603,6432.874058318231,1.0
110549,EXPORTADORA LOS FIORDOS LTDA.,SALMON DEL ATLANTICO,3407181.0,2022-03-01,2023-04-30,1er Semestre 2023,425.0,13,5,277,1.0,0.0,0.0,0.0,0.1784322733707018,0.2699199541024027,0.04547198363136469,15.04139611464692,1845.855086403047,6144.513072220759,1.0
110557,SALMONES BLUMAR S.A.,SALMON DEL ATLANTICO,3508124.0,2022-04-01,2023-05-31,1er Semestre 2023,425.0,28,5,283,1.0,0.0,0.0,0.0,0.228233831663007,0.2779167801840514,0.08531330196327319,15.0705922646786,1872.9986652424502,6241.977859361268,1.0
110558,SALMONES BLUMAR S.A.,SALMON DEL ATLANTICO,3407365.0,2022-05-01,2023-05-31,1er Semestre 2023,395.0,28,5,284,1.0,0.0,0.0,0.0,0.17852305219365916,0.269934530804096,0.045544606820422585,15.041450116761235,1845.9049271292388,6144.691934352998,1.0
110604,MOWI CHILE S.A.,SALMON DEL ATLANTICO,4805027.0,2021-11-01,2023-03-31,1er Semestre 2023,515.0,16,5,294,1.0,0.0,0.0,0.0,0.8680780046513816,0.3806589984237357,0.5971895615217084,15.385173427632818,2192.037180341611,7395.423007507227,1.0
110620,EXPORTADORA LOS FIORDOS LTDA.,SALMON COHO,3010237.0,2022-05-01,2023-02-28,1er Semestre 2023,303.0,13,4,296,1.0,0.0,0.0,0.0,-0.017405276085732002,0.23847357216255588,-0.11119833787622956,14.91752970336665,1735.00345820981,5747.6493364081125,1.0
110644,SALMONES CAMANCHACA S.A.,SALMON DEL ATLANTICO,4674828.0,2021-12-01,2023-01-31,1er Semestre 2023,426.0,29,5,304,1.0,0.0,0.0,0.0,0.8038426135088572,0.37034447677285764,0.5458011561295945,15.357703142495843,2162.13505591117,7286.7285450204345,1.0
110645,AUSTRALIS MAR S.A.,SALMON DEL ATLANTICO,2359122.0,2022-02-01,2023-02-28,1er Semestre 2023,392.0,8,5,305,1.0,0.0,0.0,0.0,-0.33864143537854385,0.18689145736358326,-0.3681877277861847,14.673800497768132,1535.9433583306384,5040.008053916681,1.0
110688,EXPORTADORA LOS FIORDOS LTDA.,SALMON DEL ATLANTICO,493.0,2022-12-01,2023-04-30,1er Semestre 2023,150.0,13,5,316,1.0,0.0,0.0,0.0,-1.5023021115365889,3.802617833025942e-05,-1.2991179440059424,6.202535517187923,22.20360331117452,50.63486512373882,1.0
110694,CULTIVOS YADRAN S.A.,SALMON DEL ATLANTICO,4300895.0,2022-02-01,2023-04-30,1er Semestre 2023,453.0,12,5,318,1.0,0.0,0.0,0.0,0.6193578439169433,0.34072105397792246,0.3982130748579309,15.274333931050364,2073.8599277675435,6966.534867198927,1.0
110710,AQUACHILE SPA,SALMON COHO,5193.0,2023-02-01,2023-06-30,1er Semestre 2023,149.0,6,4,324,1.0,0.0,0.0,0.0,-1.4999833046458304,0.0004103658411473829,-1.2972628951550071,8.555259392222693,72.06247289678588,184.64640258291686,1.0
110714,EXPORTADORA LOS FIORDOS LTDA.,SALMON DEL ATLANTICO,3568909.0,2021-12-01,2023-02-28,1er Semestre 2023,454.0,13,5,325,1.0,0.0,0.0,0.0,0.2582229118448698,0.2827322411211448,0.10930460928329595,15.08777078500668,1889.155631492546,6300.045135223539,1.0
110745,SALMONES BLUMAR S.A.,SALMON DEL ATLANTICO,3833549.0,2021-11-01,2023-01-31,1er Semestre 2023,456.0,28,5,339,1.0,0.0,0.0,0.0,0.38878654068962026,0.3036973407738945,0.21375570032830418,15.159301824807207,1957.9450962680235,6547.699401338342,1.0
110751,"TORNAGALEONES S.A., GRANJA MARINA",SALMON DEL ATLANTICO,5031042.0,2021-11-01,2023-02-28,1er Semestre 2023,484.0,34,5,341,1.0,0.0,0.0,0.0,0.9795854811226116,0.3985641790389723,0.6863957032332317,15.431137876445478,2242.998439589292,7580.932578367973,1.0
110785,SALMONES BLUMAR S.A.,SALMON DEL ATLANTICO,3910059.0,2022-05-01,2023-06-30,1er Semestre 2023,425.0,28,5,351,1.0,0.0,0.0,0.0,0.42653375669215904,0.30975855515732814,0.24395352747406288,15.179063277112354,1977.386912063494,6617.817120408056,1.0
110808,CULTIVOS YADRAN S.A.,SALMON DEL ATLANTICO,2501246.0,2022-01-01,2023-03-31,1er Semestre 2023,454.0,12,5,354,1.0,0.0,0.0,0.0,-0.26852268845468,0.19815069188235365,-0.3120926292988784,14.732299965479061,1581.5328007980106,5201.476978914245,1.0
110837,"TORNAGALEONES S.A., GRANJA MARINA",SALMON COHO,2921.0,2022-10-01,2023-01-31,1er Semestre 2023,122.0,34,4,365,1.0,0.0,0.0,0.0,-1.5011042257640863,0.0002303752637174883,-1.298159633663374,7.980023592310645,54.04627646748664,134.93691876008185,1.0
110838,"TORNAGALEONES S.A., GRANJA MARINA",SALMON COHO,3846439.0,2022-03-01,2023-01-31,1er Semestre 2023,336.0,34,4,366,1.0,0.0,0.0,0.0,0.3951459919283175,0.30471850210447166,0.21884327047480567,15.16265860316334,1961.2340502856869,6559.557362458896,1.0
110853,MULTI X S.A.,SALMON DEL ATLANTICO,5543565.0,2021-12-01,2023-01-31,1er Semestre 2023,426.0,17,5,370,1.0,0.0,0.0,0.0,1.2324454522018062,0.4391668686147214,0.8886840441327962,15.528148533959333,2354.4776490763297,7987.874207169845,1.0
110884,EXPORTADORA LOS FIORDOS LTDA.,SALMON DEL ATLANTICO,2731336.0,2021-11-01,2023-01-31,1er Semestre 2023,456.0,13,5,378,1.0,0.0,0.0,0.0,-0.15500475707284567,0.2163786989073732,-0.22127812076446957,14.820301790865635,1652.6754067269228,5454.170496524606,1.0
110896,EXPORTADORA LOS FIORDOS LTDA.,SALMON COHO,2742184.0,2022-07-01,2023-02-28,1er Semestre 2023,242.0,13,4,381,1.0,0.0,0.0,0.0,-0.14965275342370776,0.2172380905376371,-0.21699651014001278,14.824265605829195,1655.9541056442356,5465.83688492039,1.0
110926,EXPORTADORA LOS FIORDOS LTDA.,SALMON DEL ATLANTICO,284576.0,2022-03-01,2023-04-30,1er Semestre 2023,425.0,13,5,389,1.0,0.0,0.0,0.0,-1.362146022611622,0.02254342371707002,-1.186992871086735,12.558759146192967,533.4566524095468,1611.0653830868523,1.0
120074,SALMONES BLUMAR MAGALLANES SpA,SALMON DEL ATLANTICO,5307296.0,2021-09-01,2023-01-31,1er Semestre 2023,517.0,27,5,402,1.0,0.0,0.0,0.0,1.1158790298033767,0.42044935376490455,0.7954307383962748,15.484593224065485,2303.7569316227787,7802.534142797158,1.0
120111,CERMAQ CHILE S.A.,SALMON DEL ATLANTICO,3423552.0,2021-10-01,2023-05-31,1er Semestre 2023,607.0,10,5,407,1.0,0.0,0.0,0.0,0.18650912179806506,0.27121688444707914,0.05193347400129301,15.046189458656078,1850.284302478946,6160.409550740181,1.0
120118,CERMAQ CHILE S.A.,SALMON DEL ATLANTICO,3379204.0,2021-08-01,2023-02-28,1er Semestre 2023,576.0,10,5,412,1.0,0.0,0.0,0.0,0.16462945201266982,0.2677035824541826,0.03442970667336063,15.033151032693082,1838.261134877197,6117.265245634517,1.0
120126,NOVA AUSTRAL S.A.,SALMON DEL ATLANTICO,4046081.0,2021-09-01,2023-06-30,1er Semestre 2023,667.0,19,5,413,1.0,0.0,0.0,0.0,0.4936420015633828,0.3205343818840751,0.29764021998511225,15.213259563434757,2011.4872607103432,6740.93064306999,1.0
120137,AUSTRALIS MAR S.A.,SALMON DEL ATLANTICO,4984972.0,2021-12-01,2023-03-31,1er Semestre 2023,485.0,8,5,419,1.0,0.0,0.0,0.0,0.9568562399614958,0.3949144581313159,0.6682122775816163,15.421938545114662,2232.705085764799,7543.435978021818,1.0
120155,MULTIEXPORT PATAGONIA S.A.,SALMON DEL ATLANTICO,5462121.0,2022-01-01,2023-05-31,1er Semestre 2023,515.0,18,5,426,1.0,0.0,0.0,0.0,1.1922639823271393,0.4327147768065346,0.8565388103848003,15.513347916906948,2337.1180971444296,7924.404878953826,1.0
120160,AQUACHILE MAGALLANES SPA.,SALMON DEL ATLANTICO,12622896.0,2021-08-01,2023-03-31,1er Semestre 2023,607.0,3,5,427,1.0,0.0,0.0,0.0,4.725126623427382,1.0,3.6828340094394356,16.35102294499324,3552.87151470469,12446.368296152874,1.0
120169,CERMAQ CHILE S.A.,SALMON DEL ATLANTICO,401264.0,2021-06-01,2023-02-28,1er Semestre 2023,637.0,10,5,428,1.0,0.0,0.0,0.0,-1.3045764612352757,0.03178758766915609,-1.140937139104193,12.9023773359052,633.454023588137,1939.1608981534168,1.0
120171,MULTIEXPORT PATAGONIA S.A.,SALMON DEL ATLANTICO,4100467.0,2021-09-01,2023-02-28,1er Semestre 2023,545.0,18,5,429,1.0,0.0,0.0,0.0,0.5204740508316362,0.3248429063313032,0.31910589802914874,15.226611671501802,2024.9609872785204,6789.620137117866,1.0
120172,MULTIEXPORT PATAGONIA S.A.,SALMON DEL ATLANTICO,5304766.0,2021-10-01,2023-03-31,1er Semestre 2023,546.0,18,5,430,1.0,0.0,0.0,0.0,1.1146308209877132,0.4202489241166221,0.7944321695467287,15.484116408236266,2303.207763099109,7800.52913284162,1.0
120182,AUSTRALIS MAR S.A.,SALMON DEL ATLANTICO,3726569.0,2022-03-01,2023-06-30,1er Semestre 2023,486.0,8,5,433,1.0,0.0,0.0,0.0,0.336006548950611,0.29522225627853793,0.17153163095105592,15.130998797509589,1930.4323349964898,6448.566055916474,1.0
120194,SALMONES BLUMAR MAGALLANES SpA,SALMON DEL ATLANTICO,4297358.0,2021-12-01,2023-04-30,1er Semestre 2023,515.0,27,5,434,1.0,0.0,0.0,0.0,0.6176128183908555,0.3404408485763514,0.3968170519247908,15.273511205927765,2073.00699468188,6963.446181739974,1.0
120222,AUSTRALIS MAR S.A.,SALMON DEL ATLANTICO,369487.0,2021-12-01,2023-03-31,1er Semestre 2023,485.0,8,5,436,1.0,0.0,0.0,0.0,-1.3202540626326444,0.02927017544248806,-1.1534792427927405,12.819873542523675,607.8544233613835,1854.756016457834,1.0
100103,CERMAQ CHILE S.A.,SALMON COHO,1983089.0,2023-02-01,2023-11-30,2do Semestre 2023,302.0,10,4,0,0.0,0.0,1.0,0.0,-0.5241622676237754,0.15710167003845318,-0.5166046606720961,14.500166792251152,1408.2219285325732,4589.659557088976,1.0
100123,AQUACHILE MAULLIN LIMITADA,SALMON COHO,3064259.0,2023-07-01,2023-11-30,2do Semestre 2023,152.0,4,4,4,0.0,0.0,1.0,0.0,0.009247188989279755,0.2427532600912169,-0.08987632744532935,14.935316662639385,1750.502499284134,5803.02231157756,1.0
100148,MULTI X S.A.,SALMON DEL ATLANTICO,4159645.0,2022-09-01,2023-11-30,2do Semestre 2023,455.0,17,5,6,0.0,0.0,1.0,0.0,0.549670296402127,0.3295310587921951,0.34246293651864956,15.240940532462718,2039.5207770454313,6842.2626107727665,1.0
100216,SALMOCONCESIONES S.A.,SALMON COHO,1732672.0,2023-01-01,2023-11-30,2do Semestre 2023,333.0,23,4,11,0.0,0.0,1.0,0.0,-0.6477087921265561,0.137263333582352,-0.6154420581411779,14.365175860760802,1316.3099938844193,4267.520574817667,1.0
100366,SALMONES AYSEN S.A.,SALMON COHO,377282.0,2023-04-01,2023-11-30,2do Semestre 2023,243.0,26,4,16,0.0,0.0,1.0,0.0,-1.316408296736163,0.0298877047343305,-1.1504026245389019,12.840750847953473,614.232854868575,1875.7610543012988,1.0
100396,SALMONES AYSEN S.A.,SALMON COHO,176986.0,2023-02-01,2023-10-31,2do Semestre 2023,272.0,26,4,19,0.0,0.0,1.0,0.0,-1.4152269658832615,0.014020014286752083,-1.22945770212336,12.08383156253097,420.69704063613284,1246.8697675677408,1.0
100412,SALMONES AYSEN S.A.,SALMON COHO,3263942.0,2022-12-01,2023-09-30,2do Semestre 2023,303.0,26,4,21,0.0,0.0,1.0,0.0,0.10776342651424316,0.25857238794021936,-0.011063195593982696,14.998446531678356,1806.638314660685,6003.893985853536,1.0
100597,SALMONES ANTARTICA S.A.,SALMON COHO,3386516.0,2022-12-01,2023-10-31,2do Semestre 2023,334.0,25,4,34,0.0,0.0,1.0,0.0,0.16823692349888814,0.2682828479040802,0.037315689055922224,15.035312517556578,1840.248896209423,6124.3966800259195,1.0
100615,"TORNAGALEONES S.A., GRANJA MARINA",SALMON COHO,4845582.0,2023-03-01,2023-12-31,2do Semestre 2023,305.0,34,4,37,0.0,0.0,1.0,0.0,0.8880863479396179,0.3838718143866183,0.6131962649578114,15.39357812630526,2201.268270792999,7429.001459676195,1.0
100674,AQUACHILE MAULLIN LIMITADA,SALMON COHO,3676149.0,2023-01-01,2023-10-31,2do Semestre 2023,303.0,4,4,40,0.0,0.0,1.0,0.0,0.31113117800762313,0.2912279231297636,0.151631298384213,15.117376566848273,1917.3286103326159,6401.38952146908,1.0
100960,SALMONES AYSEN S.A.,SALMON COHO,3938227.0,2023-04-01,2023-12-31,2do Semestre 2023,274.0,26,4,43,0.0,0.0,1.0,0.0,0.4404308104153261,0.31199005805567553,0.255071190459839,15.18624143391507,1984.4966616248062,6643.4721421398,1.0
100989,MOWI CHILE S.A.,SALMON DEL ATLANTICO,5078728.0,2022-11-01,2023-12-31,2do Semestre 2023,425.0,16,5,47,0.0,0.0,1.0,0.0,1.0031119971636135,0.40234192141367386,0.7052169499365731,15.440571591399816,2253.6033368807384,7619.578060397592,1.0
101272,AQUACHILE MAULLIN LIMITADA,SALMON COHO,4842007.0,2023-04-01,2023-11-30,2do Semestre 2023,243.0,4,4,51,0.0,0.0,1.0,0.0,0.8863225746131368,0.38358859857926275,0.6117852437573659,15.392840068688606,2200.4560890869875,7426.0466771215,1.0
101604,AQUACHILE MAULLIN LIMITADA,SALMON COHO,2477401.0,2022-12-01,2023-09-30,2do Semestre 2023,303.0,4,4,61,0.0,0.0,1.0,0.0,-0.28028693320151754,0.19626166225259317,-0.32150404203303884,14.722720988399885,1573.976175169116,5174.687575307613,1.0
101690,SALMONES CAMANCHACA S.A.,SALMON DEL ATLANTICO,10341971.0,2022-07-01,2023-09-30,2do Semestre 2023,456.0,29,5,63,0.0,0.0,1.0,0.0,3.599802238894762,0.8193023733167772,2.782572881711823,16.15172112452795,3215.8934994803544,11178.748524584149,1.0
101863,MOWI CHILE S.A.,SALMON DEL ATLANTICO,8899203.0,2022-02-01,2023-08-31,2do Semestre 2023,576.0,16,5,65,0.0,0.0,1.0,0.0,2.8879936473701133,0.7050045540309611,2.2131249837189864,16.001472392500286,2983.153197541152,10309.19516461573,1.0
101918,SALMOCONCESIONES S.A.,SALMON COHO,117726.0,2023-01-01,2023-12-31,2do Semestre 2023,364.0,23,4,67,0.0,0.0,1.0,0.0,-1.4444636672335485,0.00932536568706214,-1.252847105294941,11.676123663712405,343.11222653819846,1000.5697369615685,1.0
101919,SALMOCONCESIONES S.A.,SALMON COHO,1927148.0,2023-01-01,2023-12-31,2do Semestre 2023,364.0,23,4,68,0.0,0.0,1.0,0.0,-0.5517614966186521,0.15266995661767602,-0.5386840836019208,14.471552266669876,1388.217562199816,4519.403900273452,1.0
102003,INVERMAR S.A.,SALMON DEL ATLANTICO,4708602.0,2022-04-01,2023-07-31,2do Semestre 2023,486.0,15,5,77,0.0,0.0,1.0,0.0,0.8205054611532141,0.3730200937456205,0.5591314582341672,15.36490181902484,2169.9313353191615,7315.0568872519025,1.0
102137,CERMAQ CHILE S.A.,SALMON DEL ATLANTICO,5124943.0,2022-06-01,2023-09-30,2do Semestre 2023,486.0,10,5,100,0.0,0.0,1.0,0.0,1.0259127759841251,0.40600312939603417,0.7234576058186962,15.44963015609978,2263.833695305377,7656.872079142645,1.0
102140,CULTIVOS YADRAN S.A.,SALMON DEL ATLANTICO,5868957.0,2022-06-01,2023-09-30,2do Semestre 2023,486.0,12,5,102,0.0,0.0,1.0,0.0,1.3929818802438674,0.4649448149048042,1.0171134176867462,15.58518766327019,2422.5930322693494,8237.264274250721,1.0
102320,MOWI CHILE S.A.,SALMON DEL ATLANTICO,6571468.0,2022-03-01,2023-07-31,2do Semestre 2023,517.0,16,5,109,0.0,0.0,1.0,0.0,1.7395749329318757,0.5205985827484895,1.294388358818547,15.698247957553045,2563.4874682744207,8754.835856550011,1.0
102335,MULTI X S.A.,SALMON DEL ATLANTICO,2754246.0,2022-11-01,2023-11-30,2do Semestre 2023,394.0,17,5,110,0.0,0.0,1.0,0.0,-0.14370180688831863,0.21819365671059457,-0.2122357443442718,14.828654641975977,1659.5921185640766,5478.783899377281,1.0
102813,SALMONES CAMANCHACA S.A.,SALMON DEL ATLANTICO,4348301.0,2022-10-01,2023-10-31,2do Semestre 2023,395.0,29,5,122,0.0,0.0,1.0,0.0,0.6427462182708363,0.34447661441526467,0.4169238080127059,15.285295982032908,2085.2580176083725,7007.819682986622,1.0
102967,TRUSAL S.A.,SALMON DEL ATLANTICO,4161707.0,2022-08-01,2023-10-31,2do Semestre 2023,456.0,35,5,129,0.0,0.0,1.0,0.0,0.5506876112550512,0.32969441291660545,0.34327678986559185,15.241436124896882,2040.0262253216256,6844.090638906909,1.0
103458,CALETA BAY MAR SpA,SALMON COHO,270651.0,2023-02-01,2023-11-30,2do Semestre 2023,302.0,9,4,138,0.0,0.0,1.0,0.0,-1.3690161047294542,0.021440268439468228,-1.192488946671687,12.508589141815408,520.2412901721661,1568.0441735013642,1.0
103673,FIORDO BLANCO S.A.,SALMON COHO,3127583.0,2023-04-01,2023-12-31,2do Semestre 2023,274.0,14,4,142,0.0,0.0,1.0,0.0,0.04048891825532034,0.24776986366743636,-0.06488289905455659,14.95577137947571,1768.497384787436,5867.35992679043,1.0
103822,MOWI CHILE S.A.,SALMON DEL ATLANTICO,4256323.0,2022-09-01,2023-11-30,2do Semestre 2023,455.0,16,5,151,0.0,0.0,1.0,0.0,0.5973676607818609,0.33719000643513847,0.3806208966911454,15.26391643492559,2063.0857955984284,6927.526289268088,1.0
104442,TRUSAL S.A.,SALMON COHO,3149644.0,2023-04-01,2023-12-31,2do Semestre 2023,274.0,35,4,162,0.0,0.0,1.0,0.0,0.05137300311000611,0.24951756266773606,-0.05617561550126183,14.962800306038174,1774.72364045786,5889.632711507091,1.0
110060,EXPORTADORA LOS FIORDOS LTDA.,SALMON DEL ATLANTICO,6225264.0,2022-07-01,2023-08-31,2do Semestre 2023,426.0,13,5,167,0.0,0.0,1.0,0.0,1.5687706306322686,0.49317188474297036,1.1577446710761572,15.644126569690082,2495.047895331871,8503.141124056461,1.0
110068,EXPORTADORA LOS FIORDOS LTDA.,SALMON DEL ATLANTICO,3085105.0,2022-10-01,2023-11-30,2do Semestre 2023,425.0,13,5,168,0.0,0.0,1.0,0.0,0.019531837594546037,0.2444047053276181,-0.08164859375456361,14.942096574536851,1756.4466971701704,5824.269107184161,1.0
110069,EXPORTADORA LOS FIORDOS LTDA.,SALMON DEL ATLANTICO,6541187.0,2022-07-01,2023-10-31,2do Semestre 2023,487.0,13,5,169,0.0,0.0,1.0,0.0,1.7246354028342037,0.5181996854442841,1.2824367132323398,15.693629358312915,2557.57443684441,8733.069150569792,1.0
110129,MOWI CHILE S.A.,SALMON DEL ATLANTICO,1737539.0,2022-06-01,2023-09-30,2do Semestre 2023,486.0,16,5,174,0.0,0.0,1.0,0.0,-0.6453075935867004,0.13764890318637985,-0.6135210958523476,14.367980877738825,1318.157426106609,4273.9787660710035,1.0
110131,EXPORTADORA LOS FIORDOS LTDA.,SALMON DEL ATLANTICO,7198411.0,2022-09-01,2023-11-30,2do Semestre 2023,455.0,13,5,175,0.0,0.0,1.0,0.0,2.0488855177218332,0.5702657625837141,1.541837271957266,15.789371004104774,2682.9854639934224,9195.550288640907,1.0
110147,MOWI CHILE S.A.,SALMON DEL ATLANTICO,4235631.0,2022-05-01,2023-08-31,2do Semestre 2023,487.0,16,5,176,0.0,0.0,1.0,0.0,0.5871589901045046,0.33555076126428485,0.3724539454520912,15.259043107519814,2058.064867782354,6909.353036054544,1.0
110152,"TORNAGALEONES S.A., GRANJA MARINA",SALMON DEL ATLANTICO,5556876.0,2022-07-01,2023-09-30,2do Semestre 2023,456.0,34,5,178,0.0,0.0,1.0,0.0,1.2390126093343352,0.44022138207254236,0.8939377792933921,15.530546817771995,2357.302695879339,7998.206484234112,1.0
110154,MOWI CHILE S.A.,SALMON DEL ATLANTICO,6440473.0,2022-08-01,2023-10-31,2do Semestre 2023,456.0,16,5,179,0.0,0.0,1.0,0.0,1.674946824707427,0.5102210010185471,1.2426857791955088,15.678112697856479,2537.8087004342938,8660.337115730166,1.0
110175,EXPORTADORA LOS FIORDOS LTDA.,SALMON COHO,1928.0,2023-04-01,2023-07-30,2do Semestre 2023,120.0,13,4,180,0.0,0.0,1.0,0.0,-1.5015941353901552,0.00015170860729676414,-1.2985515620695398,7.564757012905729,43.9089968002003,107.50941263373595,1.0
110221,"AQUACHILE S.A., EMPRESAS",SALMON COHO,3471.0,2023-05-01,2023-07-31,2do Semestre 2023,91.0,5,4,187,0.0,0.0,1.0,0.0,-1.5008328760215508,0.00027394692638757723,-1.2979425534786901,8.15248607578024,58.915193286621744,148.25914786914805,1.0
110226,COOKE AQUACULTURE CHILE S.A.,SALMON COHO,2423788.0,2022-12-01,2023-08-31,2do Semestre 2023,273.0,11,4,189,0.0,0.0,1.0,0.0,-0.3067376127407165,0.19201437579671776,-0.3426646237447832,14.700842576177982,1556.8519518566948,5114.0166250673155,1.0
110228,COOKE AQUACULTURE CHILE S.A.,SALMON DEL ATLANTICO,4213492.0,2022-09-01,2023-12-31,2do Semestre 2023,486.0,11,5,191,0.0,0.0,1.0,0.0,0.5762364229226955,0.3337968830100065,0.3637158759816958,15.253802552866476,2052.67922481814,6889.863527029619,1.0
